456.2780726,726.3201972
942.3538969,676.0364913
1393.044891,575.4690793
1858.634761,642.5140206
2262.766768,592.2303147
2653.862259,651.825818
3121.314489,690.9353671
458.1404321,1074.58142
955.3904133,1046.646028
1409.806126,1065.269623
1864.22184,1037.33423
2285.115082,1001.9494
2665.036416,1018.710636
3121.314489,1076.443779
460.0027916,1482.438146
988.9128839,1463.814551
1437.741519,1435.879159
1843.735885,1393.044891
2232.969017,1374.421296
2666.898775,1394.907251
3084.067299,1437.741519
458.1404321,1724.544879
1000.087041,1730.131957
1476.851068,1756.20499
1884.707794,1711.508362
2232.969017,1797.176898
2666.898775,1847.460604
3076.617861,1800.901617
458.1404321,2102.603853
1005.674119,2065.356663
1456.365113,2078.39318
1853.047683,2063.494304
2231.106657,2033.696552
2611.027991,2104.466212
3072.893142,2056.044866
